iter	Passed	Remaining
144	26566	156651
145	26744	156439
146	26920	156215
147	27101	156017
148	27275	155783
149	27452	155562
150	27631	155361
151	27810	155154
152	27992	154963
153	28169	154748
154	28353	154569
155	28538	154400
156	28723	154227
157	28910	154065
158	29094	153888
159	29270	153671
160	29439	153415
161	29616	153202
162	29796	153005
163	29981	152834
164	30157	152614
165	30339	152429
166	30522	152246
167	30699	152037
168	30879	151839
169	31060	151645
170	31234	151424
171	31414	151228
172	31594	151031
173	31775	150844
174	31955	150648
175	32139	150470
176	32311	150237
177	32493	150054
178	32670	149846
179	32845	149630
180	33024	149432
181	33208	149257
182	33390	149070
183	33563	148848
184	33747	148671
185	33926	148476
186	34118	148334
187	34292	148115
188	34470	147913
189	34656	147744
190	34838	147561
191	35023	147390
192	35201	147191
193	35380	146993
194	35562	146809
195	35738	146601
196	35914	146393
197	36098	146218
198	36279	146028
199	36463	145854
200	36640	145651
201	36817	145448
202	36992	145236
203	37172	145047
204	37353	144858
205	37533	144668
206	37705	144445
207	37889	144270
208	38074	144100
209	38251	143896
210	38421	143671
211	38599	143474
212	38779	143284
213	38960	143097
214	39137	142896
215	39314	142696
216	39489	142488
217	39672	142312
218	39847	142104
219	40030	141926
220	40206	141722
221	40383	141524
222	40560	141325
223	40736	141122
224	40910	140912
225	41086	140710
226	41267	140529
227	41445	140331
228	41622	140133
229	41804	139952
230	41986	139772
231	42164	139579
232	42348	139403
233	42529	139219
234	42715	139052
235	42896	138868
236	43076	138682
237	43253	138483
238	43439	138316
239	43616	138117
240	43799	137940
241	43978	137750
242	44158	137564
243	44333	137360
244	44508	137159
245	44694	136991
246	44876	136808
247	45060	136633
248	45238	136443
249	45420	136262
250	45606	136091
251	45778	135882
252	45962	135706
253	46140	135514
254	46319	135326
255	46496	135131
256	46676	134943
257	46863	134777
258	47042	134589
259	47224	134407
260	47401	134212
261	47585	134037
262	47769	133862
263	47953	133687
264	48128	133487
265	48308	133303
266	48487	133113
267	48669	132931
268	48848	132743
269	49024	132548
270	49203	132359
271	49386	132180
272	49564	131991
273	49754	131830
274	49938	131654
275	50119	131472
276	50299	131286
277	50485	131118
278	50666	130934
279	50844	130743
280	51022	130553
281	51201	130365
282	51386	130191
283	51565	130004
284	51743	129812
285	51920	129619
286	52099	129432
287	52279	129246
288	52456	129054
289	52629	128852
290	52805	128655
291	52997	128501
292	53182	128328
293	53355	128124
294	53528	127923
295	53706	127734
296	53882	127539
297	54068	127369
298	54252	127193
299	54438	127024
300	54618	126839
301	54800	126657
302	54979	126470
303	55161	126290
304	55340	126104
305	55524	125927
306	55699	125731
307	55882	125553
308	56065	125375
309	56247	125195
310	56423	125002
311	56600	124810
312	56779	124623
313	56960	124441
314	57138	124253
315	57328	124089
316	57512	123914
317	57695	123737
318	57872	123545
319	58050	123357
320	58231	123174
321	58404	122975
322	58584	122790
323	58765	122609
324	58944	122422
325	59130	122250
326	59311	122068
327	59495	121893
328	59675	121708
329	59848	121509
330	60021	121311
331	60196	121117
332	60384	120950
333	60589	120816
334	60766	120626
335	60949	120448
336	61129	120262
337	61310	120081
338	61488	119893
339	61667	119707
340	61846	119520
341	62025	119336
342	62207	119154
343	62384	118966
344	62563	118780
345	62746	118601
346	62926	118416
347	63104	118230
348	63284	118046
349	63465	117864
350	63643	117677
351	63824	117495
352	64006	117314
353	64188	117134
354	64364	116944
355	64546	116764
356	64717	116563
357	64892	116371
358	65073	116189
359	65249	115999
360	65438	115830
361	65621	115653
362	65804	115474
363	65984	115291
364	66162	115104
365	66343	114922
366	66519	114733
367	66697	114545
368	66878	114364
369	67061	114186
370	67246	114011
371	67432	113838
372	67618	113663
373	67797	113478
374	67978	113296
375	68159	113115
376	68342	112937
377	68520	112750
378	68704	112573
379	68883	112388
380	69057	112195
381	69240	112016
382	69422	111837
383	69608	111663
384	69789	111482
385	69977	111311
386	70161	111135
387	70348	110961
388	70533	110786
389	70710	110598
390	70890	110414
391	71070	110231
392	71251	110049
393	71437	109876
394	71617	109692
395	71797	109509
396	71978	109327
397	72153	109136
398	72332	108951
399	72518	108777
400	72698	108594
401	72883	108419
402	73064	108237
403	73241	108049
404	73416	107858
405	73598	107678
406	73776	107492
407	73952	107303
408	74128	107114
409	74315	106942
410	74491	106753
411	74672	106571
412	74850	106385
413	75056	106239
414	75252	106078
415	75427	105888
416	75609	105708
417	75789	105525
418	75966	105338
419	76146	105154
420	76325	104970
421	76506	104788
422	76684	104602
423	76860	104414
424	77043	104234
425	77223	104052
426	77398	103862
427	77583	103686
428	77766	103507
429	77945	103323
430	78126	103142
431	78303	102955
432	78482	102769
433	78657	102580
434	78833	102393
435	79014	102210
436	79190	102023
437	79370	101840
438	79546	101652
439	79731	101476
440	79909	101290
441	80088	101107
442	80263	100917
443	80457	100753
444	80657	100595
445	80848	100426
446	81034	100250
447	81219	100074
448	81402	99894
449	81584	99714
450	81763	99530
451	81938	99341
452	82113	99152
453	82289	98965
454	82469	98781
455	82650	98600
456	82832	98419
457	83020	98246
458	83205	98070
459	83387	97890
460	83574	97715
461	83761	97540
462	83947	97365
463	84128	97183
464	84313	97005
465	84493	96823
466	84676	96643
467	84854	96458
468	85041	96283
469	85223	96102
470	85400	95917
471	85576	95729
472	85758	95549
473	85943	95372
474	86127	95193
475	86312	95016
476	86497	94838
477	86674	94652
478	86856	94472
479	87038	94292
480	87217	94107
481	87396	93924
482	87578	93743
483	87763	93565
484	87940	93380
485	88119	93196
486	88303	93018
487	88481	92833
488	88657	92645
489	88837	92463
490	89011	92275
491	89189	92090
492	89375	91913
493	89569	91745
494	89751	91565
495	89931	91381
496	90111	91199
497	90297	91022
498	90480	90842
499	90659	90659
500	90838	90475
501	91021	90295
502	91197	90110
503	91379	89928
504	91558	89745
505	91736	89561
506	91919	89381
507	92098	89197
508	92279	89016
509	92464	88838
510	92648	88659
511	92826	88475
512	93008	88294
513	93183	88107
514	93366	87927
515	93540	87739
516	93725	87561
517	93909	87383
518	94094	87205
519	94274	87022
520	94453	86839
521	94642	86665
522	94828	86487
523	95009	86306
524	95192	86126
525	95369	85941
526	95554	85763
527	95741	85587
528	95927	85409
529	96110	85229
530	96288	85046
531	96466	84861
532	96645	84678
533	96823	84494
534	97006	84314
535	97188	84132
536	97368	83950
537	97553	83772
538	97737	83593
539	97914	83408
540	98094	83225
541	98273	83042
542	98447	82855
543	98627	82673
544	98807	82490
545	98986	82307
546	99162	82121
547	99342	81939
548	99525	81759
549	99705	81577
550	99878	81389
551	100052	81202
552	100238	81024
553	100429	80850
554	100606	80666
555	100781	80480
556	100959	80296
557	101135	80110
558	101317	79929
559	101498	79748
560	101673	79562
561	101851	79378
562	102028	79194
563	102207	79011
564	102386	78828
565	102564	78645
566	102747	78464
567	102939	78292
568	103127	78116
569	103312	77937
570	103493	77755
571	103726	77613
572	103927	77447
573	104260	77378
574	104490	77232
575	104701	77072
576	104901	76903
577	105087	76725
578	105267	76541
579	105455	76364
580	105636	76182
581	105831	76009
582	106046	75851
583	106320	75735
584	106609	75629
585	106993	75589
586	107476	75617
587	107674	75445
588	107897	75289
589	108106	75124
590	108288	74940
591	108472	74757
592	108657	74576
593	108838	74391
594	109031	74214
595	109217	74033
596	109399	73849
597	109595	73674
598	109777	73490
599	110007	73338
600	110221	73175
601	110436	73012
602	110624	72832
603	110806	72647
604	110987	72462
605	111157	72270
606	111342	72087
607	111525	71904
608	111709	71721
609	111881	71530
610	112065	71347
611	112248	71164
612	112427	70978
613	112607	70792
614	112794	70611
615	112988	70434
616	113174	70252
617	113349	70063
618	113527	69877
619	113712	69694
620	113893	69509
621	114080	69328
622	114264	69145
623	114442	68959
624	114622	68773
625	114799	68586
626	114980	68401
627	115159	68215
628	115334	68027
629	115516	67843
630	115699	67659
631	115881	67475
632	116054	67285
633	116234	67100
634	116411	66913
635	116589	66727
636	116770	66542
637	116953	66359
638	117132	66173
639	117310	65987
640	117486	65799
641	117662	65612
642	117837	65424
643	118019	65240
644	118203	65057
645	118381	64871
646	118563	64687
647	118750	64506
648	118942	64328
649	119128	64146
650	119310	63962
651	119491	63777
652	119668	63591
653	119848	63406
654	120026	63219
655	120209	63036
656	120399	62857
657	120585	62675
658	120770	62492
659	120956	62310
660	121140	62128
661	121317	61941
662	121493	61754
663	121677	61571
664	121857	61386
665	122033	61199
666	122215	61016
667	122397	60832
668	122581	60649
669	122757	60462
670	122935	60276
671	123113	60090
672	123290	59904
673	123469	59719
674	123654	59537
675	123836	59353
676	124018	59169
677	124203	58987
678	124375	58799
679	124564	58618
680	124750	58436
681	124929	58251
682	125110	58067
683	125291	57883
684	125471	57698
685	125653	57514
686	125839	57333
687	126021	57149
688	126205	56966
689	126388	56783
690	126563	56596
691	126747	56413
692	126928	56229
693	127110	56045
694	127293	55862
695	127481	55681
696	127660	55496
697	127836	55310
698	128020	55127
699	128208	54946
700	128394	54764
701	128574	54579
702	128755	54396
703	128927	54208
704	129107	54023
705	129279	53836
706	129455	53649
707	129638	53466
708	129824	53284
709	130002	53099
710	130178	52913
711	130361	52730
712	130547	52548
713	130734	52367
714	130917	52183
715	131093	51997
716	131279	51816
717	131458	51631
718	131634	51445
719	131813	51260
720	131996	51077
721	132178	50894
722	132355	50708
723	132539	50526
724	132723	50343
725	132904	50159
726	133084	49975
727	133271	49793
728	133447	49608
729	133626	49423
730	133802	49237
731	133982	49053
732	134160	48868
733	134337	48683
734	134517	48499
735	134697	48315
736	134885	48134
737	135067	47950
738	135256	47770
739	135436	47585
740	135611	47399
741	135787	47214
742	135980	47035
743	136183	46858
744	136367	46676
745	136545	46491
746	136727	46307
747	136910	46125
748	137098	45943
749	137275	45758
750	137458	45575
751	137640	45392
752	137824	45209
753	138009	45027
754	138186	44841
755	138365	44657
756	138539	44471
757	138720	44287
758	138897	44103
759	139075	43918
760	139254	43734
761	139440	43552
762	139623	43369
763	139804	43185
764	139981	43000
765	140165	42818
766	140372	42642
767	140564	42462
768	140761	42283
769	140947	42101
770	141129	41917
771	141320	41737
772	141504	41554
773	141683	41370
774	141861	41185
775	142047	41003
776	142228	40819
777	142412	40636
778	142595	40453
779	142784	40272
780	142978	40092
781	143180	39914
782	143388	39738
783	143569	39554
784	143782	39379
785	143994	39204
786	144210	39030
787	144415	38852
788	144620	38675
789	144824	38497
790	145035	38321
791	145234	38142
792	145443	37965
793	145645	37787
794	145852	37609
795	146045	37428
796	146243	37248
797	146448	37071
798	146651	36892
799	146855	36713
800	147065	36536
801	147265	36357
802	147471	36179
803	147677	36001
804	147885	35823
805	148115	35650
806	148327	35473
807	148543	35297
808	148754	35119
809	148974	34944
810	149183	34766
811	149392	34588
812	149596	34409
813	149806	34231
814	150018	34053
815	150217	33872
816	150407	33689
817	150594	33506
818	150779	33322
819	150961	33137
820	151143	32953
821	151314	32766
822	151496	32581
823	151667	32394
824	151848	32210
825	152034	32026
826	152210	31840
827	152390	31656
828	152567	31470
829	152746	31285
830	152927	31100
831	153111	30916
832	153294	30732
833	153478	30548
834	153653	30362
835	153835	30178
836	154011	29992
837	154192	29808
838	154367	29622
839	154553	29438
840	154737	29254
841	154917	29069
842	155092	28884
843	155271	28699
844	155468	28517
845	155650	28333
846	155835	28149
847	156011	27964
848	156193	27779
849	156376	27595
850	156556	27411
851	156734	27226
852	156911	27041
853	157091	26856
854	157271	26671
855	157452	26487
856	157638	26303
857	157823	26120
858	158009	25936
859	158189	25751
860	158370	25567
861	158551	25382
862	158735	25198
863	158917	25014
864	159087	24828
865	159268	24644
866	159450	24460
867	159638	24276
868	159825	24093
869	160007	23909
870	160192	23725
871	160379	23542
872	160563	23358
873	160753	23174
874	160925	22989
875	161112	22805
876	161289	22621
877	161469	22436
878	161650	22252
879	161830	22067
880	162005	21882
881	162190	21698
882	162384	21516
883	162567	21332
884	162757	21149
885	162944	20965
886	163124	20781
887	163308	20597
888	163487	20412
889	163666	20228
890	163852	20044
891	164032	19860
892	164215	19676
893	164400	19492
894	164594	19309
895	164782	19126
896	164958	18941
897	165141	18757
898	165318	18573
899	165502	18389
900	165688	18205
901	165873	18021
902	166048	17836
903	166228	17652
904	166409	17468
905	166592	17284
906	166775	17100
907	166959	16916
908	167136	16732
909	167317	16547
910	167499	16363
911	167687	16180
912	167876	15997
913	168057	15812
914	168232	15628
915	168415	15444
916	168600	15260
917	168790	15077
918	168972	14893
919	169157	14709
920	169341	14525
921	169522	14341
922	169704	14157
923	169885	13973
924	170065	13789
925	170251	13605
926	170432	13421
927	170620	13237
928	170803	13053
929	170982	12869
930	171174	12686
931	171364	12502
932	171547	12319
933	171727	12134
934	171909	11950
935	172092	11766
936	172275	11583
937	172462	11399
938	172641	11215
939	172819	11031
940	173008	10847
941	173189	10663
942	173366	10479
943	173542	10294
944	173728	10111
945	173912	9927
946	174094	9743
947	174282	9559
948	174467	9376
949	174647	9191
950	174835	9008
951	175016	8824
952	175194	8640
953	175377	8456
954	175558	8272
955	175744	8088
956	175926	7904
957	176109	7720
958	176287	7536
959	176464	7352
960	176641	7168
961	176810	6984
962	176990	6800
963	177163	6616
964	177345	6432
965	177523	6248
966	177707	6064
967	177891	5880
968	178072	5696
969	178257	5513
970	178437	5329
971	178617	5145
972	178795	4961
973	178979	4777
974	179161	4593
975	179339	4409
976	179512	4225
977	179698	4042
978	179885	3858
979	180072	3674
980	180253	3491
981	180435	3307
982	180622	3123
983	180802	2939
984	180991	2756
985	181174	2572
986	181349	2388
987	181530	2204
988	181710	2021
989	181895	1837
990	182070	1653
991	182247	1469
992	182428	1286
993	182602	1102
994	182779	918
995	182966	734
996	183147	551
997	183331	367
998	183511	183
999	183696	0
