iter	RMSE
220	0.8754857554
221	0.8748157786
222	0.8742162589
223	0.8732599072
224	0.872409065
225	0.8711678647
226	0.8702183363
227	0.8690827116
228	0.8681315635
229	0.8672793716
230	0.8664068406
231	0.8656526367
232	0.8647765049
233	0.8638740152
234	0.8628806649
235	0.8619142112
236	0.8609395639
237	0.8599349371
238	0.8589800387
239	0.8582105738
240	0.8570922301
241	0.8559148239
242	0.8552347305
243	0.854030405
244	0.8528611268
245	0.8517255055
246	0.8511908531
247	0.8503917456
248	0.849583607
249	0.848796925
250	0.8479102595
251	0.8471261477
252	0.8462554371
253	0.8454122468
254	0.8445991235
255	0.8438875313
256	0.8434685337
257	0.8427018123
258	0.8420115084
259	0.8412235877
260	0.8404054042
261	0.8390678795
262	0.8381455698
263	0.8374176068
264	0.8364736812
265	0.8357262193
266	0.8350697143
267	0.8339183176
268	0.8330609476
269	0.8323229022
270	0.8314775321
271	0.8307009601
272	0.8298237659
273	0.8288964903
274	0.8281752328
275	0.8274902123
276	0.8266691199
277	0.8258404735
278	0.8247972384
279	0.8241775387
280	0.8234248766
281	0.8226412071
282	0.821610803
283	0.8208052304
284	0.8204997689
285	0.8198941313
286	0.8191026128
287	0.8181388212
288	0.8173132569
289	0.8167103647
290	0.8157654356
291	0.8149015324
292	0.8143533209
293	0.8136629544
294	0.8127519257
295	0.8121032226
296	0.8112125323
297	0.8104970167
298	0.8099033068
299	0.8091165424
300	0.8083902711
301	0.8076990855
302	0.8066562967
303	0.805752488
304	0.8050055955
305	0.8043089535
306	0.8039058343
307	0.8032503449
308	0.8023311861
309	0.8017827158
310	0.8009739309
311	0.80001223
312	0.7988608359
313	0.7982979141
314	0.7975154865
315	0.7965157894
316	0.7959110002
317	0.7952645321
318	0.7945870862
319	0.7938395843
320	0.7930324365
321	0.7923196744
322	0.7916303369
323	0.791043266
324	0.7901804775
325	0.7894541213
326	0.7886040291
327	0.7878939873
328	0.7871802448
329	0.7862876043
330	0.7855340267
331	0.784890059
332	0.7841568898
333	0.7833721418
334	0.7830952351
335	0.7824718935
336	0.7819253134
337	0.7811053895
338	0.7803995221
339	0.7794936433
340	0.7785635196
341	0.7777988682
342	0.7768610583
343	0.7760703652
344	0.7754282807
345	0.7746058021
346	0.7742013865
347	0.7735864108
348	0.7727921303
349	0.7721708976
350	0.7711853534
351	0.7702950971
352	0.7694860395
353	0.7687035705
354	0.7679499873
355	0.7674786555
356	0.7668614787
357	0.7661822511
358	0.7655390952
359	0.7646810298
360	0.7644170895
361	0.763788701
362	0.763145373
363	0.7624367759
364	0.7614523694
365	0.7607845603
366	0.7596564732
367	0.7589408329
368	0.7581855798
369	0.7576301586
370	0.7568340418
371	0.7561187013
372	0.7554244293
373	0.7544446066
374	0.7540610243
375	0.7531933468
376	0.7524135693
377	0.7517871624
378	0.7511108052
379	0.7506175453
380	0.7497999791
381	0.7491881579
382	0.7483537887
383	0.7474572771
384	0.7468177598
385	0.7458942625
386	0.7452054811
387	0.7447497471
388	0.7439276214
389	0.74312159
390	0.7424220644
391	0.7416146108
392	0.7408181929
393	0.7401871675
394	0.7396374357
395	0.7390595698
396	0.7385048354
397	0.7380598365
398	0.7374369172
399	0.7365909854
400	0.7359809876
401	0.7350623426
402	0.734489152
403	0.733537594
404	0.7328200246
405	0.7321001913
406	0.731551513
407	0.7310614768
408	0.7303991772
409	0.7295955715
410	0.7288799286
411	0.7280682198
412	0.7276852585
413	0.7267928964
414	0.7263085167
415	0.725574091
416	0.7254268638
417	0.7247791353
418	0.7241093507
419	0.7233393568
420	0.7226804075
421	0.7221426462
422	0.7214542993
423	0.7206571029
424	0.7199303427
425	0.7191631436
426	0.7185172201
427	0.7175983128
428	0.7168646059
429	0.7162194049
430	0.7153499478
431	0.7146852746
432	0.7138004996
433	0.7131641915
434	0.7124326483
435	0.7116783817
436	0.7111649965
437	0.7104994711
438	0.709829799
439	0.70921491
440	0.7087736192
441	0.7081202974
442	0.7075861087
443	0.7069217508
444	0.7064418792
445	0.7058577647
446	0.7052189833
447	0.704495733
448	0.7039559757
449	0.7031798742
450	0.7025613758
451	0.7019940422
452	0.7012670693
453	0.7006321282
454	0.6998080418
455	0.6990932721
456	0.6985096807
457	0.6979368476
458	0.6974770025
459	0.6968615303
460	0.696273743
461	0.6957682125
462	0.6952565508
463	0.6945494646
464	0.6938600308
465	0.6931611382
466	0.692641697
467	0.6921563467
468	0.6916020592
469	0.6912483698
470	0.6908098145
471	0.6900127615
472	0.6893999355
473	0.6885554212
474	0.68783669
475	0.6873573481
476	0.686664174
477	0.6861600593
478	0.6855745246
479	0.6850169326
480	0.68426735
481	0.6838342021
482	0.6833152491
483	0.6828312416
484	0.6822377939
485	0.6816777916
486	0.6810239982
487	0.680604577
488	0.6797648182
489	0.6791345717
490	0.6786180898
491	0.6780221675
492	0.6774859824
493	0.676854045
494	0.6762258855
495	0.6754618303
496	0.6752639598
497	0.6747582344
498	0.6742532033
499	0.6739275778
500	0.6732166031
501	0.6727358411
502	0.6722785849
503	0.6716497206
504	0.6711386935
505	0.6704008676
506	0.670317186
507	0.6695137812
508	0.6688433582
509	0.6683449021
510	0.667554464
511	0.6671365675
512	0.6667704918
513	0.6661179053
514	0.665574129
515	0.6652992129
516	0.6646375272
517	0.6640587246
518	0.6633509885
519	0.6626030552
520	0.6619660733
521	0.6614227604
522	0.6608008528
523	0.6602675955
524	0.6593813809
525	0.6593024523
526	0.6589067496
527	0.6584490767
528	0.6577177951
529	0.6570217058
530	0.6563962365
531	0.655920086
532	0.6551220073
533	0.654701314
534	0.6541981035
535	0.6536307015
536	0.6531017055
537	0.6526338405
538	0.6521779396
539	0.6520493464
540	0.6516261266
541	0.6512053559
542	0.6506937678
543	0.6501258932
544	0.6496577244
545	0.649024635
546	0.6484612646
547	0.6479440563
548	0.6472975988
549	0.6467084137
550	0.6463566145
551	0.6456767539
552	0.645248132
553	0.6445598963
554	0.6441882716
555	0.6435232314
556	0.6428131108
557	0.6423148272
558	0.6418698516
559	0.6413585903
560	0.6407694121
561	0.6400860433
562	0.6395713748
563	0.6391223299
564	0.6385364552
565	0.6380041452
566	0.6375720489
567	0.6369126408
568	0.6363641134
569	0.6358999355
570	0.6353734812
571	0.6347318752
572	0.6341865298
573	0.6336177498
574	0.6331188713
575	0.6325325667
576	0.6320134195
577	0.6313729502
578	0.6307327751
579	0.6301502407
580	0.6295584906
581	0.6289924847
582	0.6285138945
583	0.6282968981
584	0.6277414682
585	0.627267925
586	0.6267887998
587	0.6262697139
588	0.6256502497
589	0.6250693057
590	0.6244279827
591	0.6238702753
592	0.6238078595
593	0.6233022616
594	0.6228078637
595	0.6223504114
596	0.6216606385
597	0.6210961275
598	0.6203830333
599	0.6199166057
600	0.6194649885
601	0.6190728638
602	0.6186243641
603	0.6181471551
604	0.6176323226
605	0.6171973266
606	0.6167999279
607	0.6162281131
608	0.6157656367
609	0.6153676225
610	0.6147702269
611	0.6144462358
612	0.6138803434
613	0.6133296697
614	0.6130033592
615	0.6125283908
616	0.6119850722
617	0.6114978378
618	0.6110911954
619	0.6106561715
620	0.6099560306
621	0.6098861537
622	0.6094747124
623	0.6089611881
624	0.6084648762
625	0.6082669087
626	0.6076226951
627	0.6070851111
628	0.6065641085
629	0.6061578581
630	0.6054964749
631	0.6048995279
632	0.6045034576
633	0.6041211789
634	0.6034855364
635	0.6029008555
636	0.6023864042
637	0.6017607838
638	0.6012129569
639	0.600735661
640	0.6002308407
641	0.599739297
642	0.5993853134
643	0.5989243645
644	0.5983195131
645	0.5979326275
646	0.5974688578
647	0.5968949968
648	0.5964455724
649	0.5959715213
650	0.5955414046
651	0.5952388168
652	0.594656843
653	0.5943403725
654	0.5939119321
655	0.5934858478
656	0.5930925837
657	0.5926020892
658	0.5920629663
659	0.5916589779
660	0.5910939852
661	0.5906830203
662	0.5901284201
663	0.5896185775
664	0.5891580454
665	0.5887937116
666	0.5883113577
667	0.5878466406
668	0.5873253982
669	0.5869501484
670	0.5864305616
671	0.586034867
672	0.5855742803
673	0.5849825246
674	0.5846345403
675	0.5842909737
676	0.5838247882
677	0.5832955207
678	0.5828236823
679	0.5824013752
680	0.5819958188
681	0.5819419601
682	0.5815119561
683	0.5812512621
684	0.5807474765
685	0.5802487606
686	0.5798110701
687	0.5794375725
688	0.57900386
689	0.5785957277
690	0.5781020809
691	0.5774487323
692	0.5770548022
693	0.5766257231
694	0.5762035025
695	0.5759856415
696	0.5754376734
697	0.5750062223
698	0.5743486257
699	0.5738449898
700	0.5735552821
701	0.5730496994
702	0.5726545915
703	0.5723303605
704	0.5719457033
705	0.5713854879
706	0.5709400113
707	0.5705767576
708	0.5699278204
709	0.5693146866
710	0.568888909
711	0.5684967919
712	0.5680191367
713	0.5675464368
714	0.5671390188
715	0.5666399335
716	0.5662394838
717	0.5656835526
718	0.5651346927
719	0.5645693436
720	0.5641032568
721	0.563649932
722	0.5631387988
723	0.5630049658
724	0.5625598466
725	0.5619989392
726	0.5614127584
727	0.5607465247
728	0.5603146653
729	0.5599471509
730	0.559313705
731	0.5588437869
732	0.5584226022
733	0.5578324103
734	0.5572904331
735	0.5567724642
736	0.556422719
737	0.5560347762
738	0.5556409663
739	0.5552001692
740	0.5547177865
741	0.5542964671
742	0.5540060434
743	0.5536978425
744	0.553629054
745	0.5533067297
746	0.5527473891
747	0.5520548439
748	0.5515030906
749	0.5510053846
750	0.5509203474
751	0.5505747952
752	0.5500994606
753	0.5496125898
754	0.5491334077
755	0.5488182795
756	0.5482415926
757	0.5476371605
758	0.547253828
759	0.5467777628
760	0.5462347211
761	0.545860032
762	0.5453703684
763	0.5448651525
764	0.544496983
765	0.5440603809
766	0.5436484526
767	0.5431962811
768	0.5425861906
769	0.5422369458
770	0.5415890525
771	0.5410283831
772	0.5407023957
773	0.540229073
774	0.5395391977
775	0.5391713094
776	0.538849689
777	0.5383339333
778	0.5380511693
779	0.537911668
780	0.5373610678
781	0.5368576004
782	0.5362620708
783	0.5358498941
784	0.5354701505
785	0.5350194455
786	0.5349127985
787	0.5344059393
788	0.5339816511
789	0.5336009535
790	0.533204079
791	0.5327775659
792	0.53216207
793	0.5317626791
794	0.5313404443
795	0.5308681641
796	0.5303045083
797	0.529759687
798	0.5292538922
799	0.5289315059
800	0.5287800036
801	0.5284170196
802	0.5278472196
803	0.5273852246
804	0.5270386297
805	0.5266891565
806	0.5261044148
807	0.5256165053
808	0.5252321755
809	0.5249078146
810	0.5245846349
811	0.5241801068
812	0.523691101
813	0.5233344709
814	0.5228588015
815	0.5222252176
816	0.5218384308
817	0.5212768063
818	0.520698942
819	0.5202961781
820	0.5197885701
821	0.5191353543
822	0.5188261948
823	0.5183589628
824	0.5179800936
825	0.5175101228
826	0.5170055976
827	0.516496457
828	0.5162183909
829	0.5157455533
830	0.5153870382
831	0.5150303082
832	0.5145837168
833	0.5141681179
834	0.513831155
835	0.513638345
836	0.5132309544
837	0.5128351289
838	0.512393774
839	0.5120564126
840	0.5118003089
841	0.5113066303
842	0.5109471064
843	0.5104479344
844	0.5101735204
845	0.5098278999
846	0.5093355725
847	0.5089176437
848	0.5082726881
849	0.507744798
850	0.5072675018
851	0.506897014
852	0.5064385181
853	0.5059273506
854	0.5057262097
855	0.5051636617
856	0.5048523268
857	0.5044547269
858	0.5041667001
859	0.5038985934
860	0.5036104518
861	0.5032202018
862	0.5027453974
863	0.5023769759
864	0.5020017203
865	0.5016082133
866	0.5010870417
867	0.5005629419
868	0.5000805537
869	0.4997861698
870	0.4995079857
871	0.4991678803
